Time (milliseconds),Channel 1 Data (μV),Channel 2 Data (μV),Channel 3 Data (μV),Channel 4 Data (μV),Channel 5 Data (μV),Channel 6 Data (μV),Channel 7 Data (μV),Channel 8 Data (μV),Channel 9 Data (μV),Channel 10 Data (μV),Channel 11 Data (μV),Channel 12 Data (μV),Channel 13 Data (μV),Channel 14 Data (μV),Channel 15 Data (μV),Channel 16 Data (μV),Channel 17 Data (μV),Channel 18 Data (μV),Channel 19 Data (μV),Channel 20 Data (μV),Channel 21 Data (μV),Extra Channel extra_1 Data (μV),Extra Channel extra_2 Data (μV),Extra Channel extra_3 Data (μV)
280.0,354655.12,356852.2,427372.62,10622.448,4528.128,17603.848,3048.768,25055.32,4410.744,12737.504,13231.696,2872.424,7882.416,14847.736,-2454.88,18571.328,11587.784,15952.432,13526.496,28242.377,26981.168,13926.888,46357.566,52469.574
284.0,354662.1,356861.28,427381.75,10781.64,4677.136,17715.871,3174.728,25131.969,4462.2,12813.08,13291.192,2968.368,7976.216,14970.48,-2350.36,18681.744,11651.568,16057.488,13613.328,28340.465,27115.703,14024.976,46402.055,52543.008
288.0,354661.03,356862.38,427380.7,10568.848,4472.384,17496.648,2911.016,24898.809,4325.52,12592.784,13110.56,2693.936,7702.32,14708.376,-2596.92,18405.703,11453.248,15753.576,13348.544,28067.104,26909.88,13730.176,46157.105,52266.97
292.0,354654.6,356855.94,427373.72,11018.552,4914.048,17875.064,3382.696,25282.049,4489.536,12927.784,13332.464,3141.496,8130.584,15191.848,-2184.2,18863.447,11701.416,16267.6,13747.864,28525.92,27296.871,14224.368,46480.848,52697.375
296.0,354644.94,356847.9,427368.34,10670.688,4549.568,17602.775,3010.176,25003.328,4395.2,12698.376,13201.144,2812.928,7828.816,14832.192,-2480.608,18527.912,11547.584,15875.248,13463.248,28165.729,26992.96,13845.416,46242.33,52381.137
300.0,354647.62,356852.2,427378.0,10715.176,4599.952,17619.393,3047.696,25044.064,4398.952,12717.136,13198.464,2835.44,7843.824,14891.688,-2454.88,18571.863,11545.976,15929.384,13482.544,28225.76,27007.969,13899.016,46281.457,52433.13
304.0,354657.8,356860.22,427389.78,10872.224,4752.176,17734.096,3180.624,25129.824,4451.48,12796.464,13263.856,2928.168,7941.376,15013.36,-2340.176,18689.783,11616.728,16032.832,13576.88,28329.207,27140.896,14003.536,46337.734,52502.81
308.0,354657.25,356860.22,427388.2,10659.968,4548.496,17519.695,2922.808,24900.416,4316.408,12583.136,13087.512,2664.456,7676.056,14756.616,-2581.376,18420.713,11439.312,15749.824,13318.528,28062.816,26941.504,13716.24,46104.574,52235.344
312.0,354657.25,356859.16,427387.1,11113.424,5000.344,17904.545,3403.6,25295.447,4484.712,12918.136,13318.528,3118.448,8109.68,15248.664,-2157.936,18874.168,11704.096,16253.128,13730.176,28535.568,27331.176,14219.544,46447.08,52686.656
316.0,354648.16,356848.97,427382.28,10751.624,4623.0,17627.432,3024.112,25010.297,4392.52,12687.656,13188.816,2790.416,7805.768,14873.464,-2466.136,18526.84,11538.472,15857.024,13445.024,28169.48,27020.297,13833.624,46216.6,52374.168
320.0,354649.22,356852.72,427390.84,10767.704,4646.048,17626.36,3049.304,25039.24,4390.912,12697.304,13182.92,2820.432,7817.56,14901.872,-2465.6,18551.496,11520.248,15902.048,13454.136,28214.504,27019.225,13876.504,46253.047,52409.543
324.0,354663.7,356865.6,427408.53,10941.368,4817.568,17765.184,3210.104,25145.904,4456.304,12791.64,13265.464,2936.744,7940.304,15059.456,-2329.456,18679.064,11610.296,16024.256,13573.128,28341.535,27170.377,14007.288,46325.945,52502.273
328.0,354658.34,356862.9,427403.2,10698.56,4581.192,17525.057,2923.88,24893.984,4314.8,12561.696,13077.864,2644.624,7654.616,14765.728,-2586.736,18389.623,11420.016,15711.768,13292.8,28053.703,26950.615,13691.584,46069.734,52203.184
332.0,354652.97,356857.0,427395.7,11182.568,5063.056,17937.775,3442.192,25321.176,4498.112,12933.144,13322.816,3135.064,8120.936,15286.184,-2127.384,18899.896,11703.024,16284.752,13731.784,28566.656,27376.736,14239.376,46441.184,52689.336
336.0,354646.53,356849.5,427390.84,10829.344,4698.04,17683.176,3077.712,25058.0,4421.464,12718.744,13211.864,2814.536,7830.424,14936.176,-2415.216,18580.977,11550.264,15897.76,13460.568,28217.72,27083.545,13871.144,46227.855,52402.04
340.0,354659.94,356860.22,427408.0,10792.896,4673.384,17646.191,3046.088,25055.855,4403.776,12695.696,13189.352,2799.528,7796.12,14919.56,-2448.448,18561.145,11499.88,15889.184,13423.584,28214.504,27033.695,13863.104,46228.39,52406.863
344.0,354663.7,356868.25,427419.25,10990.144,4858.304,17799.488,3236.904,25179.137,4473.992,12817.368,13276.72,2949.608,7947.808,15093.224,-2292.472,18731.057,11609.224,16062.312,13570.448,28375.305,27212.72,14023.904,46323.8,52528.0
348.0,354658.34,356863.97,427413.9,10736.616,4611.208,17564.184,2954.968,24930.432,4336.24,12591.712,13091.8,2646.768,7661.584,14800.032,-2567.44,18446.977,11434.488,15749.824,13297.088,28088.545,26995.104,13709.272,46084.742,52233.734
352.0,354650.28,356857.0,427405.88,11175.064,5045.904,17949.568,3434.152,25324.928,4506.152,12933.68,13317.992,3102.904,8100.568,15287.792,-2145.072,18919.191,11700.344,16268.672,13706.056,28567.729,27393.889,14218.472,46426.176,52683.977
356.0,354646.0,356853.25,427401.56,10829.344,4696.432,17699.793,3083.608,25067.111,4428.968,12719.816,13214.544,2804.888,7835.784,14951.184,-2415.752,18592.768,11568.488,15882.216,13462.176,28231.656,27107.129,13868.464,46224.105,52400.97
360.0,354651.38,356858.62,427413.38,10774.136,4650.336,17649.943,3040.728,25050.496,4405.92,12691.944,13183.456,2778.624,7791.296,14922.776,-2469.352,18564.896,11525.608,15874.176,13423.048,28219.863,27047.096,13851.848,46220.35,52399.36
364.0,354659.4,356869.88,427427.3,10968.704,4826.144,17801.096,3227.256,25176.455,4477.208,12809.328,13268.144,2928.704,7936.016,15087.864,-2318.2,18731.592,11608.688,16052.664,13559.728,28379.057,27222.367,14013.72,46318.977,52526.93
368.0,354652.97,356866.66,427420.34,10683.016,4544.744,17535.24,2920.664,24894.52,4324.984,12553.12,13068.216,2618.36,7634.784,14755.008,-2606.568,18398.736,11391.608,15678.536,13257.96,28063.889,26979.023,13670.68,46049.367,52204.258
372.0,354654.06,356861.84,427418.72,11081.264,4951.568,17887.928,3365.544,25264.896,4469.704,12870.968,13274.576,3056.272,8047.504,15216.504,-2223.864,18838.793,11630.664,16179.16,13645.488,28507.16,27334.393,14150.936,46369.895,52626.09
376.0,354647.62,356857.0,427415.5,10746.264,4607.456,17647.264,3028.936,25021.016,4390.376,12679.616,13168.984,2780.768,7795.584,14888.472,-2494.544,18548.816,11506.312,15849.52,13409.648,28187.168,27057.28,13822.904,46178.543,52357.55
380.0,354656.72,356865.06,427431.06,10704.456,4579.048,17609.207,2996.776,25025.305,4372.688,12672.648,13152.368,2771.656,7769.32,14867.568,-2530.456,18546.137,11480.048,15887.576,13384.456,28185.56,27006.36,13826.656,46179.617,52365.594
384.0,354656.2,356869.34,427435.34,10899.56,4760.752,17768.936,3182.768,25155.553,4441.296,12799.144,13240.808,2939.424,7941.912,15049.272,-2369.12,18715.512,11574.92,16058.024,13530.248,28356.008,27192.889,13999.784,46290.566,52503.88
388.0,354662.62,356872.03,427438.03,10631.024,4505.08,17523.447,2883.144,24895.057,4297.648,12555.264,13056.424,2632.832,7646.04,14742.144,-2644.624,18398.2,11381.96,15705.336,13256.888,28051.023,26954.367,13665.856,46044.543,52191.93
392.0,354653.5,356865.6,427431.6,11052.856,4924.768,17889.0,3353.216,25272.4,4454.696,12884.368,13275.648,3078.784,8071.088,15203.64,-2241.016,18852.729,11639.776,16197.384,13659.424,28513.592,27336.535,14160.048,46380.617,52629.305
396.0,354636.9,356853.78,427419.8,10724.824,4575.296,17648.871,3025.184,25025.84,4382.336,12694.088,13171.664,2804.888,7819.168,14872.928,-2503.12,18566.504,11502.56,15873.104,13424.12,28198.424,27075.504,13831.48,46183.902,52366.664
400.0,354641.72,356858.62,427429.44,10649.248,4512.584,17582.943,2963.544,24989.928,4349.64,12647.456,13132.0,2760.936,7762.888,14822.008,-2571.192,18510.225,11451.104,15832.368,13373.736,28166.264,26998.855,13795.568,46167.29,52346.832
